
### AMCO, CO. #####################################
## Customer Summary from June 2005 to March 2018 ##
###################################################
user_id:	9480522
date:	June 10th, 2018


31433.5096730015	0.00518756963259709	725	Senior Male	5.45559609415494
29573.536783446	-0.00350339602763055	1195	Child Male	5.60559293654197
25470.7923517402	0.00950563459634422	857	Child Male	2.76797849016527
17656.5692441895	-0.0101355315977185	495	Senior Male	6.92294030477424
40531.9367214929	0.0167998115320352	1562	Adult Female	5.74125606397018
30771.7998853463	-0.0170092820959398	1593	Senior Male	7.76528546586453
34540.5133748087	-2.60401540678171e-05	907	Child Female	5.98384294941557
15328.7440962624	-0.00969066092547477	332	Senior Female	7.63268026814019
???	0.00957111326451605	961	Senior Male	5.00012954902387
24686.3811115599	-0.0134040885074383	1440	Child Male	6.14438605599051
24098.0404639376	0.0124976652174212	794	Adult Female	5.60998658113046
27782.6811339173	-0.00497900553296827	???	Senior Female	8.01780058424248
26017.2176832918	-0.00268639838318317	927	Child Male	5.33893617750048
21734.1515656765	0.00382313548158065	1532	Senior Female	7.77177494427633
2662.85813130771	-0.0029009993623705	1222	Senior Male	7.04758316398421
41418.0963316452	-0.00510518408838765	2131	Senior Male	7.64099794885771
25664.9190921306	-0.00720229504321003	1240	Child Female	6.69011213124848
23413.3160937374	-0.00183586489089804	1155	Child Female	6.35454716002861
34863.8605249336	-0.00532400594895694	921	Adult Male	6.55476455885661
38576.0187380076	0.0101211710001756	810	Adult Male	1.71290455127041
11137.116199702	0.001660684105374	366	Senior Female	6.0330796628694
24351.3000010424	-0.0101169253171959	855	Adult Male	6.76610818015466
-29.1193966064347	-0.00307910070122867	280	Child Female	5.42429221934654
27635.3707990509	-0.00470232603707399	239	Senior Female	7.0399265880103
31877.3438614161	-0.00353929952713931	1053	Child Male	5.50105679710054
13478.9332805834	0.0064982383439183	1268	Senior Male	6.38989043543296
11985.9701843282	-0.00663114569923209	557	Senior Male	6.73803072212694
22473.2063815889	-0.00389671705779329	1446	Adult Female	7.71597417240497
21963.6677833975	0.000859934771206022	663	Child Male	4.66913700315263
12975.3559712577	0.000687897414965503	670	Senior Female	7.03513148020521
36057.9594597999	0.00693439235141068	518	Adult Male	3.26747310893797
32146.2883722274	0.0122936766168036	385	Senior Female	7.0478981312957
15025.1151092273	-0.0104056764515714	1319	Senior Male	7.44143077033217
38862.8721945014	-0.00924942924511299	1183	Child Female	6.74516467969474
19188.6577465156	0.0014319421182787	1021	Child Male	5.11028293580191
16223.9434884764	-0.00133669741731478	1127	Child Male	5.42430008308484
24310.3494553424	0.016546999434148	1733	Child Male	4.42590602189239
28451.5748009392	0.00503446634931561	1170	Adult Female	6.87737283997905
39533.6290846	???	1192	Child Male	5.46880296057822
25026.6248307785	0.00495470167233907	856	Child Female	5.28929175599499
24633.0928493196	0.00363978656305093	1246	Adult Female	7.10023690532162
???	0.0119819225174881	1415	Child Male	4.46802016305232
22609.4113114421	0.0175075750680446	492	Child Male	5.12960566436236
25325.8196518198	-0.0114454852209431	404	Adult Female	7.40377951553977
27093.6984537098	-0.00156720644145681	2467	Child Male	6.22529187156139
23363.4841206618	-0.00114559399290145	505	Senior Female	7.00282908669389
19598.1039144501	-0.0102423126251974	664	Senior Male	7.05264033894178
29780.0343729419	-0.000451458390661872	285	Adult Male	5.09164734416102
34597.7928613627	0.0123136702528433	1142	Adult Male	4.41616719893286
24311.0653013134	-0.0152470565160583	715	Adult Female	7.7909023428669
